,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Visitor Miles,Home Miles
8919,2022-01-04,7:00p,Memphis Grizzlies,110,Cleveland Cavaliers,106,None,Rocket Mortgage Fieldhouse,652.46910741894,0.0
8920,2022-01-04,7:00p,San Antonio Spurs,104,Toronto Raptors,129,None,Scotiabank Arena,332.19366550770116,0.0
8921,2022-01-04,7:30p,Indiana Pacers,94,New York Knicks,104,None,Madison Square Garden (IV),649.6400774269464,547.8376703141461
8922,2022-01-04,8:00p,Phoenix Suns,123,New Orleans Pelicans,110,None,Smoothie King Center,1045.1976968600477,0.0
8923,2022-01-04,10:30p,Sacramento Kings,114,Los Angeles Lakers,122,None,Crypto.com Arena,581.6399730428296,0.0
8924,2022-01-05,7:00p,Detroit Pistons,111,Charlotte Hornets,140,None,Spectrum Center,1061.540274977864,530.52423180597
8925,2022-01-05,7:00p,Philadelphia 76ers,116,Orlando Magic,106,None,Amway Center,1385.5470359010678,1588.653336706834
8926,2022-01-05,7:00p,Houston Rockets,114,Washington Wizards,111,None,Capital One Arena,194.10551601585877,0.0
8927,2022-01-05,7:30p,San Antonio Spurs,99,Boston Celtics,97,None,TD Garden,690.755401085842,0.0
8928,2022-01-05,7:30p,Golden State Warriors,82,Dallas Mavericks,99,None,American Airlines Center,2362.3424930022743,0.0
8929,2022-01-05,7:30p,Brooklyn Nets,129,Indiana Pacers,121,None,Gainbridge Fieldhouse,1038.3680930945834,1037.1018074789702
8930,2022-01-05,8:00p,Toronto Raptors,117,Milwaukee Bucks,111,None,Fiserv Forum,693.3225759628674,0.0
8931,2022-01-05,8:00p,Oklahoma City Thunder,90,Minnesota Timberwolves,98,None,Target Center,1117.3383427562503,2450.094606106478
8932,2022-01-05,10:00p,Utah Jazz,115,Denver Nuggets,109,None,Ball Arena,1740.1363930620837,1066.1565415377668
8933,2022-01-05,10:00p,Miami Heat,115,Portland Trail Blazers,109,None,Moda Center,866.1730832332902,0.0
8934,2022-01-05,10:00p,Atlanta Hawks,108,Sacramento Kings,102,None,Golden 1 Center,778.9831019202021,581.6399730428296
8935,2022-01-06,7:30p,Boston Celtics,105,New York Knicks,108,None,Madison Square Garden (IV),302.8269357799009,0.0
8936,2022-01-06,8:00p,Detroit Pistons,88,Memphis Grizzlies,118,None,FedEx Forum,836.9478907808094,1013.6765412351525
8937,2022-01-06,8:00p,Golden State Warriors,96,New Orleans Pelicans,101,None,Smoothie King Center,712.4456363798192,0.0
8938,2022-01-06,10:00p,Los Angeles Clippers,89,Phoenix Suns,106,None,Phoenix Suns Arena,576.6307756724622,2112.1901485645976
8939,2022-01-07,7:00p,San Antonio Spurs,100,Philadelphia 76ers,119,None,Wells Fargo Center,439.9176839066835,1385.5470359010678
8940,2022-01-07,7:30p,Milwaukee Bucks,121,Brooklyn Nets,109,None,Barclays Center,1182.525606821378,1038.3680930945834
8941,2022-01-07,7:30p,Utah Jazz,108,Toronto Raptors,122,None,Scotiabank Arena,2162.3936662251563,693.3225759628674
8942,2022-01-07,8:00p,Washington Wizards,122,Chicago Bulls,130,None,United Center,960.5310260305482,0.0
8943,2022-01-07,8:00p,Dallas Mavericks,130,Houston Rockets,106,None,Toyota Center,364.9594048580162,1961.896519494736
8944,2022-01-07,8:00p,Minnesota Timberwolves,135,Oklahoma City Thunder,105,None,Paycom Center,1117.3383427562503,1117.3383427562503
8945,2022-01-07,9:00p,Sacramento Kings,111,Denver Nuggets,121,None,Ball Arena,1425.7291573504947,0.0
8946,2022-01-07,10:00p,Atlanta Hawks,118,Los Angeles Lakers,134,None,Crypto.com Arena,581.6399730428296,0.0
8947,2022-01-07,10:00p,Cleveland Cavaliers,114,Portland Trail Blazers,101,None,Moda Center,3298.3991027738516,0.0
8948,2022-01-08,3:30p,Memphis Grizzlies,123,Los Angeles Clippers,108,None,Crypto.com Arena,2576.8238126069714,576.6307756724622
8949,2022-01-08,7:00p,Milwaukee Bucks,106,Charlotte Hornets,114,None,Spectrum Center,854.1539374370707,0.0
8950,2022-01-08,7:00p,Orlando Magic,92,Detroit Pistons,97,None,Little Caesars Arena,1542.0692641814376,1002.4434233535106
8951,2022-01-08,7:00p,Utah Jazz,113,Indiana Pacers,125,None,Gainbridge Fieldhouse,708.584520813154,0.0
8952,2022-01-08,7:30p,New York Knicks,75,Boston Celtics,99,None,TD Garden,302.8269357799009,302.8269357799009
8953,2022-01-08,9:00p,Miami Heat,123,Phoenix Suns,100,None,Phoenix Suns Arena,1619.4401017765108,0.0
8954,2022-01-09,12:00p,San Antonio Spurs,119,Brooklyn Nets,121,OT,Barclays Center,133.66905790186513,0.0
8955,2022-01-09,3:30p,Atlanta Hawks,93,Los Angeles Clippers,106,None,Crypto.com Arena,0.0,0.0
8956,2022-01-09,6:00p,Washington Wizards,102,Orlando Magic,100,None,Amway Center,1588.653336706834,1542.0692641814376
8957,2022-01-09,6:00p,New Orleans Pelicans,101,Toronto Raptors,105,None,Scotiabank Arena,1792.9355450486207,0.0
8958,2022-01-09,7:00p,Minnesota Timberwolves,141,Houston Rockets,123,None,Toyota Center,666.3361500189493,0.0
8959,2022-01-09,7:00p,Denver Nuggets,99,Oklahoma City Thunder,95,None,Paycom Center,813.6492688197383,0.0
8960,2022-01-09,7:30p,Chicago Bulls,99,Dallas Mavericks,113,None,American Airlines Center,1292.1419415505254,364.9594048580162
8961,2022-01-09,8:30p,Cleveland Cavaliers,82,Golden State Warriors,96,None,Chase Center,866.1730832332902,3073.5109500045537
8962,2022-01-09,9:00p,Sacramento Kings,88,Portland Trail Blazers,103,None,Moda Center,1576.7250673403603,0.0
8963,2022-01-09,9:30p,Memphis Grizzlies,127,Los Angeles Lakers,119,None,Crypto.com Arena,0.0,0.0
8964,2022-01-10,7:00p,Milwaukee Bucks,99,Charlotte Hornets,103,None,Spectrum Center,0.0,0.0
8965,2022-01-10,7:00p,Utah Jazz,116,Detroit Pistons,126,None,Little Caesars Arena,386.88589122858474,0.0
8966,2022-01-10,7:30p,Indiana Pacers,98,Boston Celtics,101,OT,TD Garden,1296.198618585262,0.0
8967,2022-01-10,7:30p,San Antonio Spurs,96,New York Knicks,111,None,Madison Square Garden (IV),7.711935018361354,302.8269357799009
8968,2022-01-10,8:00p,Philadelphia 76ers,111,Houston Rockets,91,None,Toyota Center,2153.31511988212,0.0
8969,2022-01-10,10:00p,Brooklyn Nets,108,Portland Trail Blazers,114,None,Moda Center,3928.1982213632255,0.0
8970,2022-01-10,10:00p,Cleveland Cavaliers,109,Sacramento Kings,108,None,Golden 1 Center,110.88235509533773,778.9831019202021
8971,2022-01-11,7:00p,Oklahoma City Thunder,118,Washington Wizards,122,None,Capital One Arena,1851.1524666173534,1220.0715534390997
8972,2022-01-11,7:30p,Phoenix Suns,99,Toronto Raptors,95,None,Scotiabank Arena,3036.558128235268,0.0
8973,2022-01-11,8:00p,Detroit Pistons,87,Chicago Bulls,133,None,United Center,384.4697958316088,1292.1419415505254
8974,2022-01-11,8:00p,Golden State Warriors,108,Memphis Grizzlies,116,None,FedEx Forum,2875.8281010369788,2576.8238126069714
8975,2022-01-11,8:00p,Minnesota Timberwolves,125,New Orleans Pelicans,128,None,Smoothie King Center,509.64888007288965,1792.9355450486207
8976,2022-01-11,10:30p,Denver Nuggets,85,Los Angeles Clippers,87,None,Crypto.com Arena,1898.956851820289,0.0
8977,2022-01-12,7:00p,Boston Celtics,119,Indiana Pacers,100,None,Gainbridge Fieldhouse,1296.198618585262,1296.198618585262
8978,2022-01-12,7:00p,Charlotte Hornets,109,Philadelphia 76ers,98,None,Wells Fargo Center,720.6861233431512,2153.31511988212
8979,2022-01-12,7:00p,Orlando Magic,106,Washington Wizards,112,None,Capital One Arena,1220.0715534390997,0.0
8980,2022-01-12,7:30p,Miami Heat,115,Atlanta Hawks,91,None,State Farm Arena,2555.5976457076745,3111.7284542327766
8981,2022-01-12,7:30p,Dallas Mavericks,85,New York Knicks,108,None,Madison Square Garden (IV),2208.225407463487,0.0
8982,2022-01-12,8:30p,Houston Rockets,128,San Antonio Spurs,124,None,AT&T Center,299.59522540975945,2543.0792395433327
8983,2022-01-12,9:00p,Cleveland Cavaliers,111,Utah Jazz,91,None,Vivint Smart Home Arena,856.281216097772,2395.117223288121
8984,2022-01-12,10:00p,Brooklyn Nets,138,Chicago Bulls,112,None,United Center,2819.0729381477017,0.0
8985,2022-01-12,10:00p,Los Angeles Lakers,116,Sacramento Kings,125,None,Golden 1 Center,581.6399730428296,0.0
8986,2022-01-13,7:30p,Golden State Warriors,99,Milwaukee Bucks,118,None,Fiserv Forum,896.2641667711999,1061.540274977864
8987,2022-01-13,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,116,None,FedEx Forum,578.998800034611,0.0
8988,2022-01-13,8:00p,Los Angeles Clippers,89,New Orleans Pelicans,113,None,Smoothie King Center,2687.867853893425,0.0
8989,2022-01-13,8:30p,Oklahoma City Thunder,130,Brooklyn Nets,109,None,Barclays Center,327.2672996926976,1151.242713652326
8990,2022-01-13,10:00p,Portland Trail Blazers,108,Denver Nuggets,140,None,Ball Arena,1576.7250673403603,1336.943130611183
8991,2022-01-14,7:00p,Orlando Magic,116,Charlotte Hornets,109,None,Spectrum Center,530.52423180597,720.6861233431512
8992,2022-01-14,7:00p,Toronto Raptors,87,Detroit Pistons,103,None,Little Caesars Arena,332.19366550770116,384.4697958316088
8993,2022-01-14,7:00p,Phoenix Suns,112,Indiana Pacers,94,None,Gainbridge Fieldhouse,708.584520813154,0.0
8994,2022-01-14,7:00p,Boston Celtics,99,Philadelphia 76ers,111,None,Wells Fargo Center,937.4436858678192,0.0
8995,2022-01-14,7:30p,Golden State Warriors,138,Chicago Bulls,96,None,United Center,130.94419067877172,0.0
8996,2022-01-14,8:00p,Atlanta Hawks,118,Miami Heat,124,None,FTX Arena,975.2296382266566,975.2296382266566
8997,2022-01-14,8:30p,Cleveland Cavaliers,114,San Antonio Spurs,109,None,AT&T Center,1753.8493780871931,0.0
8998,2022-01-14,10:00p,Dallas Mavericks,112,Memphis Grizzlies,85,None,FedEx Forum,1536.2965809112106,0.0
8999,2022-01-14,10:00p,Houston Rockets,114,Sacramento Kings,126,None,Golden 1 Center,2348.006331777082,0.0
9000,2022-01-15,6:30p,Toronto Raptors,103,Milwaukee Bucks,96,None,Fiserv Forum,404.9363596503264,0.0
9001,2022-01-15,7:00p,Portland Trail Blazers,115,Washington Wizards,110,None,Capital One Arena,2399.453483070099,0.0
9002,2022-01-15,7:30p,New York Knicks,117,Atlanta Hawks,108,None,State Farm Arena,1203.673050478008,975.2296382266566
9003,2022-01-15,7:30p,New Orleans Pelicans,105,Brooklyn Nets,120,None,Barclays Center,1881.476131856418,0.0
9004,2022-01-15,8:00p,Philadelphia 76ers,109,Miami Heat,98,None,FTX Arena,1637.7082950648175,0.0
9005,2022-01-15,8:00p,Cleveland Cavaliers,107,Oklahoma City Thunder,102,None,Paycom Center,676.726657279604,2133.4629669946034
9006,2022-01-15,8:30p,Chicago Bulls,112,Boston Celtics,114,None,TD Garden,1369.0103115617567,439.9176839066835
9007,2022-01-15,8:30p,Los Angeles Clippers,94,San Antonio Spurs,101,None,AT&T Center,809.0843167551981,0.0
9008,2022-01-15,9:00p,Los Angeles Lakers,96,Denver Nuggets,133,None,Ball Arena,1425.7291573504947,0.0
9009,2022-01-15,9:30p,Orlando Magic,92,Dallas Mavericks,108,None,American Airlines Center,1495.0845973053533,676.193332500622
9010,2022-01-16,1:00p,Phoenix Suns,135,Detroit Pistons,108,None,Little Caesars Arena,386.88589122858474,0.0
9011,2022-01-16,6:00p,Houston Rockets,118,Sacramento Kings,112,None,Golden 1 Center,0.0,0.0
9012,2022-01-16,8:00p,Utah Jazz,125,Denver Nuggets,102,None,Ball Arena,595.6237847192574,0.0
9013,2022-01-16,8:00p,Golden State Warriors,99,Minnesota Timberwolves,119,None,Target Center,568.3704801146415,1126.0431902958296
9014,2022-01-17,12:30p,New Orleans Pelicans,92,Boston Celtics,104,None,TD Garden,306.2838054453734,0.0
9015,2022-01-17,1:00p,Charlotte Hornets,97,New York Knicks,87,None,Madison Square Garden (IV),858.2360791456974,1203.673050478008
9016,2022-01-17,2:00p,Philadelphia 76ers,98,Washington Wizards,117,None,Capital One Arena,1488.2742053322395,0.0
9017,2022-01-17,3:00p,Brooklyn Nets,107,Cleveland Cavaliers,114,None,Rocket Mortgage Fieldhouse,652.46910741894,1529.1837681585318
9018,2022-01-17,3:30p,Indiana Pacers,133,Los Angeles Clippers,139,None,Crypto.com Arena,2908.677483390976,1940.63627735
9019,2022-01-17,3:30p,Chicago Bulls,106,Memphis Grizzlies,119,None,FedEx Forum,1825.8050140470373,0.0
9020,2022-01-17,6:00p,Milwaukee Bucks,114,Atlanta Hawks,121,None,State Farm Arena,1077.1100552897883,0.0
9021,2022-01-17,7:00p,Portland Trail Blazers,98,Orlando Magic,88,None,Amway Center,1220.0715534390997,1547.5630092294198
9022,2022-01-17,7:30p,Toronto Raptors,99,Miami Heat,104,None,FTX Arena,2044.1397744677774,0.0
9023,2022-01-17,8:30p,Oklahoma City Thunder,102,Dallas Mavericks,104,None,American Airlines Center,304.1139649104341,0.0
9024,2022-01-17,8:30p,Phoenix Suns,121,San Antonio Spurs,107,None,AT&T Center,1989.3933238146783,0.0
9025,2022-01-17,10:30p,Utah Jazz,95,Los Angeles Lakers,101,None,Crypto.com Arena,1336.943130611183,1336.943130611183
9026,2022-01-18,7:30p,Minnesota Timberwolves,112,New York Knicks,110,None,Madison Square Garden (IV),1635.887221071749,0.0
9027,2022-01-18,10:00p,Detroit Pistons,86,Golden State Warriors,102,None,Chase Center,3341.3202508345753,2528.5605576586713
9028,2022-01-19,7:00p,Orlando Magic,110,Philadelphia 76ers,123,None,Wells Fargo Center,1385.5470359010678,194.10551601585877
9029,2022-01-19,7:00p,Brooklyn Nets,119,Washington Wizards,118,None,Capital One Arena,490.4262711934011,0.0
9030,2022-01-19,7:30p,Minnesota Timberwolves,122,Atlanta Hawks,134,None,State Farm Arena,1203.673050478008,0.0
9031,2022-01-19,7:30p,Charlotte Hornets,111,Boston Celtics,102,None,TD Garden,302.8269357799009,0.0
9032,2022-01-19,7:30p,Portland Trail Blazers,92,Miami Heat,104,None,FTX Arena,328.7388510040184,0.0
9033,2022-01-19,8:00p,Cleveland Cavaliers,104,Chicago Bulls,117,None,United Center,498.8674349614804,775.7604952054719
9034,2022-01-19,8:00p,Memphis Grizzlies,114,Milwaukee Bucks,126,None,Fiserv Forum,896.2641667711999,1077.1100552897883
9035,2022-01-19,8:30p,Toronto Raptors,98,Dallas Mavericks,102,None,American Airlines Center,1787.708530065366,0.0
9036,2022-01-19,8:30p,Oklahoma City Thunder,96,San Antonio Spurs,118,None,AT&T Center,404.88038844274155,0.0
9037,2022-01-19,9:00p,Houston Rockets,116,Utah Jazz,111,None,Vivint Smart Home Arena,856.281216097772,935.0094062976216
9038,2022-01-19,10:00p,Los Angeles Clippers,128,Denver Nuggets,130,OT,Ball Arena,1336.943130611183,0.0
9039,2022-01-19,10:00p,Detroit Pistons,133,Sacramento Kings,131,None,Golden 1 Center,110.88235509533773,0.0
9040,2022-01-19,10:30p,Indiana Pacers,111,Los Angeles Lakers,104,None,Crypto.com Arena,0.0,0.0
9041,2022-01-20,7:30p,Phoenix Suns,109,Dallas Mavericks,101,None,American Airlines Center,404.88038844274155,0.0
9042,2022-01-20,7:30p,New Orleans Pelicans,102,New York Knicks,91,None,Madison Square Garden (IV),302.8269357799009,0.0
9043,2022-01-20,10:00p,Indiana Pacers,121,Golden State Warriors,117,OT,Chase Center,543.5789904134948,0.0
9044,2022-01-21,7:00p,Oklahoma City Thunder,98,Charlotte Hornets,121,None,Spectrum Center,1771.6732932911184,1159.7519810909537
9045,2022-01-21,7:00p,Los Angeles Lakers,116,Orlando Magic,105,None,Amway Center,3538.2939269911685,1385.5470359010678
9046,2022-01-21,7:00p,Los Angeles Clippers,102,Philadelphia 76ers,101,None,Wells Fargo Center,2536.011496706324,0.0
9047,2022-01-21,7:30p,Miami Heat,108,Atlanta Hawks,110,None,State Farm Arena,975.2296382266566,0.0
9048,2022-01-21,7:30p,Portland Trail Blazers,109,Boston Celtics,105,None,TD Garden,2023.6341857400523,0.0
9049,2022-01-21,8:00p,Chicago Bulls,90,Milwaukee Bucks,94,None,Fiserv Forum,130.94419067877172,0.0
9050,2022-01-21,8:00p,Toronto Raptors,109,Washington Wizards,105,None,Capital One Arena,1903.6912095025293,0.0
9051,2022-01-21,8:30p,Brooklyn Nets,117,San Antonio Spurs,102,None,AT&T Center,2226.3410287181,0.0
9052,2022-01-21,9:00p,Memphis Grizzlies,122,Denver Nuggets,118,None,Ball Arena,1469.0740702144137,0.0
9053,2022-01-21,9:00p,Detroit Pistons,101,Utah Jazz,111,None,Vivint Smart Home Arena,856.281216097772,0.0
9054,2022-01-21,10:00p,Houston Rockets,103,Golden State Warriors,105,None,Chase Center,947.6013765576201,0.0
9055,2022-01-22,7:00p,Sacramento Kings,127,Milwaukee Bucks,133,None,Fiserv Forum,2849.937329690677,0.0
9056,2022-01-22,8:00p,Oklahoma City Thunder,87,Cleveland Cavaliers,94,None,Rocket Mortgage Fieldhouse,701.3207936307006,498.8674349614804
9057,2022-01-22,9:00p,Indiana Pacers,103,Phoenix Suns,113,None,Phoenix Suns Arena,1032.7185490627774,1421.8527809178588
9058,2022-01-23,1:00p,Los Angeles Clippers,102,New York Knicks,110,None,Madison Square Garden (IV),137.55645005419467,0.0
9059,2022-01-23,3:30p,Boston Celtics,116,Washington Wizards,87,None,Capital One Arena,633.4270621709919,0.0
9060,2022-01-23,6:00p,Los Angeles Lakers,107,Miami Heat,113,None,FTX Arena,328.7388510040184,975.2296382266566
9061,2022-01-23,6:00p,Chicago Bulls,95,Orlando Magic,114,None,Amway Center,1715.8277506987667,0.0
9062,2022-01-23,6:00p,Portland Trail Blazers,114,Toronto Raptors,105,None,Scotiabank Arena,690.755401085842,563.258114910255
9063,2022-01-23,7:00p,Atlanta Hawks,113,Charlotte Hornets,91,None,Spectrum Center,364.5440925264182,0.0
9064,2022-01-23,7:00p,Philadelphia 76ers,115,San Antonio Spurs,109,None,AT&T Center,2415.1799533891726,0.0
9065,2022-01-23,7:30p,Memphis Grizzlies,91,Dallas Mavericks,104,None,American Airlines Center,1066.1565415377668,0.0
9066,2022-01-23,8:00p,Detroit Pistons,111,Denver Nuggets,117,None,Ball Arena,595.6237847192574,0.0
9067,2022-01-23,8:00p,Brooklyn Nets,125,Minnesota Timberwolves,136,None,Target Center,1787.8246610385572,1460.8045240481426
9068,2022-01-23,8:30p,Utah Jazz,92,Golden State Warriors,94,None,Chase Center,947.6013765576201,0.0
9069,2022-01-24,7:00p,New York Knicks,93,Cleveland Cavaliers,95,None,Rocket Mortgage Fieldhouse,649.6400774269464,0.0
9070,2022-01-24,8:00p,Indiana Pacers,113,New Orleans Pelicans,117,None,Smoothie King Center,2112.1901485645976,1884.499548186097
9071,2022-01-24,8:00p,Chicago Bulls,111,Oklahoma City Thunder,110,None,Paycom Center,1701.798418398534,1529.1837681585318
9072,2022-01-24,9:00p,Utah Jazz,109,Phoenix Suns,115,None,Phoenix Suns Arena,1032.7185490627774,0.0
9073,2022-01-25,7:00p,Denver Nuggets,110,Detroit Pistons,105,None,Little Caesars Arena,1858.1156449233167,1858.1156449233167
9074,2022-01-25,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,117,None,Wells Fargo Center,1748.5613521982614,2415.1799533891726
9075,2022-01-25,7:00p,Charlotte Hornets,113,Toronto Raptors,125,None,Scotiabank Arena,944.464268022946,0.0
9076,2022-01-25,7:00p,Los Angeles Clippers,116,Washington Wizards,115,None,Capital One Arena,330.6014944059039,0.0
9077,2022-01-25,7:30p,Sacramento Kings,75,Boston Celtics,128,None,TD Garden,1376.9967448414625,633.4270621709919
9078,2022-01-25,7:30p,Los Angeles Lakers,106,Brooklyn Nets,96,None,Barclays Center,1753.609073414792,1640.2621462738452
9079,2022-01-25,8:00p,San Antonio Spurs,134,Houston Rockets,104,None,Toyota Center,299.59522540975945,2625.001678963793
9080,2022-01-25,10:00p,Dallas Mavericks,92,Golden State Warriors,130,None,Chase Center,2362.3424930022743,0.0
9081,2022-01-25,10:00p,Minnesota Timberwolves,109,Portland Trail Blazers,107,None,Moda Center,2288.485671667708,3392.6551591089496
9082,2022-01-26,7:00p,Milwaukee Bucks,99,Cleveland Cavaliers,115,None,Rocket Mortgage Fieldhouse,540.5014740287551,0.0
9083,2022-01-26,7:00p,Charlotte Hornets,158,Indiana Pacers,126,None,Gainbridge Fieldhouse,708.584520813154,1148.322858894391
9084,2022-01-26,7:00p,Los Angeles Clippers,111,Orlando Magic,102,None,Amway Center,1220.0715534390997,0.0
9085,2022-01-26,7:30p,Sacramento Kings,104,Atlanta Hawks,121,None,State Farm Arena,1506.4940289879444,364.5440925264182
9086,2022-01-26,7:30p,New York Knicks,96,Miami Heat,110,None,FTX Arena,1752.9743920334938,0.0
9087,2022-01-26,8:00p,Denver Nuggets,124,Brooklyn Nets,118,None,Barclays Center,777.7726679514896,0.0
9088,2022-01-26,8:00p,Toronto Raptors,105,Chicago Bulls,111,None,United Center,704.7038435348661,1111.801583029536
9089,2022-01-26,8:30p,Memphis Grizzlies,118,San Antonio Spurs,110,None,AT&T Center,404.88038844274155,299.59522540975945
9090,2022-01-26,10:00p,Dallas Mavericks,132,Portland Trail Blazers,112,None,Moda Center,866.1730832332902,0.0
9091,2022-01-26,10:00p,Phoenix Suns,105,Utah Jazz,97,None,Vivint Smart Home Arena,814.3082955764366,814.3082955764366
9092,2022-01-27,7:30p,Los Angeles Lakers,87,Philadelphia 76ers,105,None,Wells Fargo Center,133.66905790186513,0.0
9093,2022-01-27,10:00p,Minnesota Timberwolves,115,Golden State Warriors,124,None,Chase Center,866.1730832332902,0.0
9094,2022-01-28,7:00p,Detroit Pistons,103,Orlando Magic,119,None,Amway Center,1542.0692641814376,0.0
9095,2022-01-28,7:30p,Boston Celtics,92,Atlanta Hawks,108,None,State Farm Arena,1506.4940289879444,0.0
9096,2022-01-28,7:30p,Los Angeles Lakers,114,Charlotte Hornets,117,None,Spectrum Center,720.6861233431512,688.7659285986057
9097,2022-01-28,8:00p,Portland Trail Blazers,125,Houston Rockets,110,None,Toyota Center,2952.2415844494203,0.0
9098,2022-01-28,8:00p,Utah Jazz,109,Memphis Grizzlies,119,None,FedEx Forum,2008.2719958055402,1012.777909564886
9099,2022-01-28,8:00p,Los Angeles Clippers,114,Miami Heat,121,None,FTX Arena,328.7388510040184,0.0
9100,2022-01-28,8:00p,Denver Nuggets,116,New Orleans Pelicans,105,None,Smoothie King Center,1881.476131856418,1748.5613521982614
9101,2022-01-28,8:00p,Indiana Pacers,113,Oklahoma City Thunder,110,OT,Paycom Center,1107.8138293388251,0.0
9102,2022-01-28,8:30p,Chicago Bulls,122,San Antonio Spurs,131,None,AT&T Center,1689.0684331737357,0.0
9103,2022-01-28,9:00p,Minnesota Timberwolves,124,Phoenix Suns,134,None,Phoenix Suns Arena,1032.7185490627774,814.3082955764366
9104,2022-01-28,10:00p,New York Knicks,108,Milwaukee Bucks,123,None,Fiserv Forum,2044.1397744677774,540.5014740287551
9105,2022-01-29,7:00p,Indiana Pacers,105,Dallas Mavericks,132,None,American Airlines Center,304.1139649104341,2623.2744696914424
9106,2022-01-29,7:00p,Boston Celtics,107,New Orleans Pelicans,97,None,Smoothie King Center,683.6738489553459,0.0
9107,2022-01-29,7:30p,Sacramento Kings,101,Philadelphia 76ers,103,None,Wells Fargo Center,1066.990607895707,0.0
9108,2022-01-29,8:00p,Washington Wizards,95,Memphis Grizzlies,115,None,FedEx Forum,1227.975958836618,0.0
9109,2022-01-29,8:00p,Toronto Raptors,124,Miami Heat,120,3OT,FTX Arena,1917.211036119281,0.0
9110,2022-01-29,8:30p,Brooklyn Nets,106,Golden State Warriors,110,None,Chase Center,4115.394640293315,0.0
9111,2022-01-30,1:00p,Los Angeles Lakers,121,Atlanta Hawks,129,None,State Farm Arena,364.5440925264182,0.0
9112,2022-01-30,1:00p,Los Angeles Clippers,115,Charlotte Hornets,90,None,Spectrum Center,1051.97249862019,0.0
9113,2022-01-30,3:30p,Portland Trail Blazers,116,Chicago Bulls,130,None,United Center,1514.8618950089124,1689.0684331737357
9114,2022-01-30,6:00p,Cleveland Cavaliers,105,Detroit Pistons,115,None,Little Caesars Arena,146.96617784144016,1542.0692641814376
9115,2022-01-30,7:00p,Denver Nuggets,136,Milwaukee Bucks,100,None,Fiserv Forum,1468.8643179275782,0.0
9116,2022-01-30,7:00p,Dallas Mavericks,108,Orlando Magic,110,None,Amway Center,1547.5630092294198,0.0
9117,2022-01-30,8:00p,Utah Jazz,106,Minnesota Timberwolves,126,None,Target Center,1126.0431902958296,2056.8952490654897
9118,2022-01-30,8:00p,San Antonio Spurs,110,Phoenix Suns,115,None,Phoenix Suns Arena,1367.119384508158,0.0
9119,2022-01-31,7:00p,New Orleans Pelicans,90,Cleveland Cavaliers,93,None,Rocket Mortgage Fieldhouse,1489.2044727188197,146.96617784144016
9120,2022-01-31,7:00p,Los Angeles Clippers,116,Indiana Pacers,122,None,Gainbridge Fieldhouse,688.7659285986057,1228.579705106625
9121,2022-01-31,7:00p,Memphis Grizzlies,119,Philadelphia 76ers,122,OT,Wells Fargo Center,1412.0306209094783,0.0
9122,2022-01-31,7:30p,Toronto Raptors,106,Atlanta Hawks,100,None,State Farm Arena,975.2296382266566,0.0
9123,2022-01-31,7:30p,Miami Heat,92,Boston Celtics,122,None,TD Garden,2023.6341857400523,2187.0145963399523
9124,2022-01-31,7:30p,Sacramento Kings,96,New York Knicks,116,None,Madison Square Garden (IV),137.55645005419467,1178.834402280509
9125,2022-01-31,8:00p,Golden State Warriors,122,Houston Rockets,108,None,Toyota Center,2625.001678963793,0.0
9126,2022-01-31,8:00p,Portland Trail Blazers,81,Oklahoma City Thunder,98,None,Paycom Center,1111.801583029536,0.0
9127,2022-02-01,7:00p,New Orleans Pelicans,111,Detroit Pistons,101,None,Little Caesars Arena,146.96617784144016,0.0
9128,2022-02-01,7:30p,Washington Wizards,98,Milwaukee Bucks,112,None,Fiserv Forum,896.2641667711999,0.0
9129,2022-02-01,7:30p,Miami Heat,106,Toronto Raptors,110,None,Scotiabank Arena,690.755401085842,1181.8495202885229
9130,2022-02-01,8:00p,Orlando Magic,115,Chicago Bulls,126,None,United Center,1588.653336706834,0.0
9131,2022-02-01,8:00p,Denver Nuggets,115,Minnesota Timberwolves,130,None,Target Center,479.40292058392754,0.0
9132,2022-02-01,8:30p,Golden State Warriors,124,San Antonio Spurs,120,None,AT&T Center,299.59522540975945,1367.119384508158
9133,2022-02-01,10:00p,Brooklyn Nets,111,Phoenix Suns,121,None,Phoenix Suns Arena,1032.7185490627774,0.0
9134,2022-02-02,7:00p,Orlando Magic,119,Indiana Pacers,118,None,Gainbridge Fieldhouse,267.850235260918,0.0
9135,2022-02-02,7:00p,Washington Wizards,106,Philadelphia 76ers,103,None,Wells Fargo Center,1116.5784765140054,0.0
9136,2022-02-02,7:30p,Charlotte Hornets,107,Boston Celtics,113,None,TD Garden,1159.7519810909537,0.0
9137,2022-02-02,7:30p,Memphis Grizzlies,120,New York Knicks,108,None,Madison Square Garden (IV),137.55645005419467,0.0
9138,2022-02-02,8:00p,Cleveland Cavaliers,104,Houston Rockets,115,None,Toyota Center,1793.687798852411,0.0
9139,2022-02-02,8:30p,Oklahoma City Thunder,120,Dallas Mavericks,114,OT,American Airlines Center,304.1139649104341,1547.5630092294198
9140,2022-02-02,10:00p,Brooklyn Nets,101,Sacramento Kings,112,None,Golden 1 Center,1021.4353551481838,4023.634775241597
