,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,OT,Arena,Year,Latitude,Longitude
8238,2019-03-24,7:30p,San Antonio Spurs,115,Boston Celtics,96,None,TD Garden,2019,42.366° N,71.062° W
8239,2019-03-24,8:30p,Detroit Pistons,114,Golden State Warriors,121,None,Oracle Arena,2019,37.75° N,122.203° W
8240,2019-03-24,9:30p,Sacramento Kings,106,Los Angeles Lakers,111,None,STAPLES Center,2019,34.043° N,118.267° W
8241,2019-03-25,7:00p,Philadelphia 76ers,98,Orlando Magic,119,None,Amway Center,2019,28.539° N,81.384° W
8242,2019-03-25,8:00p,Oklahoma City Thunder,103,Memphis Grizzlies,115,None,FedEx Forum,2019,35.156° N,90.052° W
8243,2019-03-25,9:00p,Phoenix Suns,92,Utah Jazz,125,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8244,2019-03-25,10:00p,Brooklyn Nets,144,Portland Trail Blazers,148,2OT,Moda Center,2019,45.532° N,122.667° W
8245,2019-03-26,7:00p,San Antonio Spurs,116,Charlotte Hornets,125,OT,Spectrum Center,2019,35.225° N,80.839° W
8246,2019-03-26,7:00p,Boston Celtics,116,Cleveland Cavaliers,106,None,Quicken Loans Arena,2019,41.497° N,81.688° W
8247,2019-03-26,7:30p,Orlando Magic,104,Miami Heat,99,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
8248,2019-03-26,7:30p,Chicago Bulls,103,Toronto Raptors,112,None,Scotiabank Arena,2019,43.644° N,79.379° W
8249,2019-03-26,8:00p,Houston Rockets,94,Milwaukee Bucks,108,None,Fiserv Forum,2019,43.045° N,87.917° W
8250,2019-03-26,8:00p,Los Angeles Clippers,122,Minnesota Timberwolves,111,None,Target Center,2019,44.98° N,93.276° W
8251,2019-03-26,8:00p,Atlanta Hawks,130,New Orleans Pelicans,120,None,Smoothie King Center,2019,29.949° N,90.082° W
8252,2019-03-26,8:30p,Sacramento Kings,125,Dallas Mavericks,121,None,American Airlines Center,2019,32.791° N,96.81° W
8253,2019-03-26,9:00p,Detroit Pistons,92,Denver Nuggets,95,None,Pepsi Center,2019,39.749° N,105.008° W
8254,2019-03-26,10:30p,Washington Wizards,106,Los Angeles Lakers,124,None,STAPLES Center,2019,34.043° N,118.267° W
8255,2019-03-27,8:00p,Portland Trail Blazers,118,Chicago Bulls,98,None,United Center,2019,41.881° N,87.675° W
8256,2019-03-27,8:00p,Golden State Warriors,118,Memphis Grizzlies,103,None,FedEx Forum,2019,35.156° N,90.052° W
8257,2019-03-27,8:00p,Indiana Pacers,99,Oklahoma City Thunder,107,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8258,2019-03-27,10:00p,Washington Wizards,124,Phoenix Suns,121,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
8259,2019-03-27,10:30p,Los Angeles Lakers,100,Utah Jazz,115,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8260,2019-03-28,7:00p,Orlando Magic,98,Detroit Pistons,115,None,Little Caesars Arena,2019,42.341° N,83.055° W
8261,2019-03-28,7:00p,Brooklyn Nets,110,Philadelphia 76ers,123,None,Wells Fargo Center,2019,39.901° N,75.172° W
8262,2019-03-28,7:30p,Dallas Mavericks,99,Miami Heat,105,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
8263,2019-03-28,7:30p,Toronto Raptors,117,New York Knicks,92,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
8264,2019-03-28,8:00p,Denver Nuggets,85,Houston Rockets,112,None,Toyota Center,2019,29.751° N,95.362° W
8265,2019-03-28,8:00p,Los Angeles Clippers,118,Milwaukee Bucks,128,None,Fiserv Forum,2019,43.045° N,87.917° W
8266,2019-03-28,8:00p,Sacramento Kings,118,New Orleans Pelicans,121,None,Smoothie King Center,2019,29.949° N,90.082° W
8267,2019-03-28,8:30p,Cleveland Cavaliers,110,San Antonio Spurs,116,None,AT&T Center,2019,29.427° N,98.438° W
8268,2019-03-29,7:00p,Indiana Pacers,112,Boston Celtics,114,None,TD Garden,2019,42.366° N,71.062° W
8269,2019-03-29,7:30p,Portland Trail Blazers,118,Atlanta Hawks,98,None,State Farm Arena,2019,33.757° N,84.396° W
8270,2019-03-29,8:00p,Golden State Warriors,130,Minnesota Timberwolves,131,OT,Target Center,2019,44.98° N,93.276° W
8271,2019-03-29,8:00p,Denver Nuggets,115,Oklahoma City Thunder,105,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8272,2019-03-29,9:00p,Washington Wizards,124,Utah Jazz,128,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8273,2019-03-29,10:30p,Charlotte Hornets,115,Los Angeles Lakers,129,None,STAPLES Center,2019,34.043° N,118.267° W
8274,2019-03-30,3:30p,Cleveland Cavaliers,108,Los Angeles Clippers,132,None,STAPLES Center,2019,34.043° N,118.267° W
8275,2019-03-30,6:00p,Boston Celtics,96,Brooklyn Nets,110,None,Barclays Center,2019,40.683° N,73.975° W
8276,2019-03-30,6:00p,Sacramento Kings,108,Houston Rockets,119,None,Toyota Center,2019,29.751° N,95.362° W
8277,2019-03-30,7:00p,Portland Trail Blazers,90,Detroit Pistons,99,None,Little Caesars Arena,2019,42.341° N,83.055° W
8278,2019-03-30,7:00p,Orlando Magic,121,Indiana Pacers,116,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
8279,2019-03-30,7:30p,Miami Heat,100,New York Knicks,92,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
8280,2019-03-30,8:00p,Toronto Raptors,124,Chicago Bulls,101,None,United Center,2019,41.881° N,87.675° W
8281,2019-03-30,8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,109,None,Target Center,2019,44.98° N,93.276° W
8282,2019-03-30,10:00p,Memphis Grizzlies,120,Phoenix Suns,115,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
8283,2019-03-31,12:30p,Milwaukee Bucks,135,Atlanta Hawks,136,OT,State Farm Arena,2019,33.757° N,84.396° W
8284,2019-03-31,3:30p,Dallas Mavericks,106,Oklahoma City Thunder,103,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8285,2019-03-31,6:00p,Los Angeles Lakers,130,New Orleans Pelicans,102,None,Smoothie King Center,2019,29.949° N,90.082° W
8286,2019-03-31,7:00p,Sacramento Kings,113,San Antonio Spurs,106,None,AT&T Center,2019,29.427° N,98.438° W
8287,2019-03-31,8:00p,Washington Wizards,95,Denver Nuggets,90,None,Pepsi Center,2019,39.749° N,105.008° W
8288,2019-03-31,8:30p,Charlotte Hornets,90,Golden State Warriors,137,None,Oracle Arena,2019,37.75° N,122.203° W
8289,2019-03-31,10:30p,Memphis Grizzlies,96,Los Angeles Clippers,113,None,STAPLES Center,2019,34.043° N,118.267° W
8290,2019-04-01,7:00p,Detroit Pistons,102,Indiana Pacers,111,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
8291,2019-04-01,7:30p,Miami Heat,105,Boston Celtics,110,None,TD Garden,2019,42.366° N,71.062° W
8292,2019-04-01,7:30p,Milwaukee Bucks,131,Brooklyn Nets,121,None,Barclays Center,2019,40.683° N,73.975° W
8293,2019-04-01,7:30p,Chicago Bulls,105,New York Knicks,113,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
8294,2019-04-01,7:30p,Orlando Magic,109,Toronto Raptors,121,None,Scotiabank Arena,2019,43.644° N,79.379° W
8295,2019-04-01,8:00p,Portland Trail Blazers,132,Minnesota Timberwolves,122,None,Target Center,2019,44.98° N,93.276° W
8296,2019-04-01,8:30p,Philadelphia 76ers,102,Dallas Mavericks,122,None,American Airlines Center,2019,32.791° N,96.81° W
8297,2019-04-01,9:00p,Charlotte Hornets,102,Utah Jazz,111,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8298,2019-04-01,10:00p,Cleveland Cavaliers,113,Phoenix Suns,122,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
8299,2019-04-02,8:00p,Los Angeles Lakers,103,Oklahoma City Thunder,119,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8300,2019-04-02,8:30p,Atlanta Hawks,111,San Antonio Spurs,117,None,AT&T Center,2019,29.427° N,98.438° W
8301,2019-04-02,10:00p,Houston Rockets,130,Sacramento Kings,105,None,Golden 1 Center,2019,38.58° N,121.5° W
8302,2019-04-02,10:30p,Denver Nuggets,102,Golden State Warriors,116,None,Oracle Arena,2019,37.75° N,122.203° W
8303,2019-04-03,7:00p,Indiana Pacers,108,Detroit Pistons,89,None,Little Caesars Arena,2019,42.341° N,83.055° W
8304,2019-04-03,7:00p,New York Knicks,100,Orlando Magic,114,None,Amway Center,2019,28.539° N,81.384° W
8305,2019-04-03,7:00p,Chicago Bulls,115,Washington Wizards,114,None,Capital One Arena,2019,38.898° N,77.021° W
8306,2019-04-03,7:30p,Philadelphia 76ers,122,Atlanta Hawks,130,None,State Farm Arena,2019,33.757° N,84.396° W
8307,2019-04-03,7:30p,Toronto Raptors,115,Brooklyn Nets,105,None,Barclays Center,2019,40.683° N,73.975° W
8308,2019-04-03,7:30p,Boston Celtics,112,Miami Heat,102,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
8309,2019-04-03,8:00p,Charlotte Hornets,115,New Orleans Pelicans,109,None,Smoothie King Center,2019,29.949° N,90.082° W
8310,2019-04-03,8:30p,Minnesota Timberwolves,110,Dallas Mavericks,108,None,American Airlines Center,2019,32.791° N,96.81° W
8311,2019-04-03,9:00p,San Antonio Spurs,85,Denver Nuggets,113,None,Pepsi Center,2019,39.749° N,105.008° W
8312,2019-04-03,10:00p,Utah Jazz,118,Phoenix Suns,97,None,Talking Stick Resort Arena,2019,33.446° N,112.071° W
8313,2019-04-03,10:00p,Memphis Grizzlies,89,Portland Trail Blazers,116,None,Moda Center,2019,45.532° N,122.667° W
8314,2019-04-03,10:30p,Houston Rockets,135,Los Angeles Clippers,103,None,STAPLES Center,2019,34.043° N,118.267° W
8315,2019-04-04,8:00p,Milwaukee Bucks,128,Philadelphia 76ers,122,None,Wells Fargo Center,2019,39.901° N,75.172° W
8316,2019-04-04,10:00p,Cleveland Cavaliers,104,Sacramento Kings,117,None,Golden 1 Center,2019,38.58° N,121.5° W
8317,2019-04-04,10:30p,Golden State Warriors,108,Los Angeles Lakers,90,None,STAPLES Center,2019,34.043° N,118.267° W
8318,2019-04-05,7:00p,Toronto Raptors,111,Charlotte Hornets,113,None,Spectrum Center,2019,35.225° N,80.839° W
8319,2019-04-05,7:00p,Atlanta Hawks,113,Orlando Magic,149,None,Amway Center,2019,28.539° N,81.384° W
8320,2019-04-05,7:00p,San Antonio Spurs,129,Washington Wizards,112,None,Capital One Arena,2019,38.898° N,77.021° W
8321,2019-04-05,8:00p,New York Knicks,96,Houston Rockets,120,None,Toyota Center,2019,29.751° N,95.362° W
8322,2019-04-05,8:00p,Boston Celtics,117,Indiana Pacers,97,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
8323,2019-04-05,8:00p,Miami Heat,109,Minnesota Timberwolves,111,None,Target Center,2019,44.98° N,93.276° W
8324,2019-04-05,8:00p,Detroit Pistons,110,Oklahoma City Thunder,123,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8325,2019-04-05,8:30p,Memphis Grizzlies,122,Dallas Mavericks,112,None,American Airlines Center,2019,32.791° N,96.81° W
8326,2019-04-05,9:00p,Sacramento Kings,98,Utah Jazz,119,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8327,2019-04-05,10:00p,New Orleans Pelicans,126,Phoenix Suns,133,OT,Talking Stick Resort Arena,2019,33.446° N,112.071° W
8328,2019-04-05,10:30p,Portland Trail Blazers,110,Denver Nuggets,119,None,Pepsi Center,2019,39.749° N,105.008° W
8329,2019-04-05,10:30p,Cleveland Cavaliers,114,Golden State Warriors,120,None,Oracle Arena,2019,37.75° N,122.203° W
8330,2019-04-05,10:30p,Los Angeles Lakers,122,Los Angeles Clippers,117,None,STAPLES Center,2019,34.043° N,118.267° W
8331,2019-04-06,5:00p,Brooklyn Nets,133,Milwaukee Bucks,128,None,Fiserv Forum,2019,43.045° N,87.917° W
8332,2019-04-06,8:00p,Philadelphia 76ers,116,Chicago Bulls,96,None,United Center,2019,41.881° N,87.675° W
8333,2019-04-07,12:00p,Miami Heat,109,Toronto Raptors,117,OT,Scotiabank Arena,2019,43.644° N,79.379° W
8334,2019-04-07,3:00p,San Antonio Spurs,112,Cleveland Cavaliers,90,None,Quicken Loans Arena,2019,41.497° N,81.688° W
8335,2019-04-07,3:30p,Oklahoma City Thunder,132,Minnesota Timberwolves,126,None,Target Center,2019,44.98° N,93.276° W
8336,2019-04-07,4:00p,Charlotte Hornets,104,Detroit Pistons,91,None,Little Caesars Arena,2019,42.341° N,83.055° W
8337,2019-04-07,5:00p,Brooklyn Nets,108,Indiana Pacers,96,None,Bankers Life Fieldhouse,2019,39.764° N,86.156° W
8338,2019-04-07,6:00p,Dallas Mavericks,129,Memphis Grizzlies,127,OT,FedEx Forum,2019,35.156° N,90.052° W
8339,2019-04-07,7:00p,Phoenix Suns,113,Houston Rockets,149,None,Toyota Center,2019,29.751° N,95.362° W
8340,2019-04-07,7:00p,Atlanta Hawks,107,Milwaukee Bucks,115,None,Fiserv Forum,2019,43.045° N,87.917° W
8341,2019-04-07,7:30p,Orlando Magic,116,Boston Celtics,108,None,TD Garden,2019,42.366° N,71.062° W
8342,2019-04-07,7:30p,Washington Wizards,110,New York Knicks,113,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
8343,2019-04-07,8:30p,Los Angeles Clippers,104,Golden State Warriors,131,None,Oracle Arena,2019,37.75° N,122.203° W
8344,2019-04-07,9:00p,Denver Nuggets,108,Portland Trail Blazers,115,None,Moda Center,2019,45.532° N,122.667° W
8345,2019-04-07,9:00p,New Orleans Pelicans,133,Sacramento Kings,129,None,Golden 1 Center,2019,38.58° N,121.5° W
8346,2019-04-07,9:30p,Utah Jazz,109,Los Angeles Lakers,113,None,STAPLES Center,2019,34.043° N,118.267° W
8347,2019-04-09,7:00p,Charlotte Hornets,124,Cleveland Cavaliers,97,None,Quicken Loans Arena,2019,41.497° N,81.688° W
8348,2019-04-09,7:00p,Memphis Grizzlies,93,Detroit Pistons,100,None,Little Caesars Arena,2019,42.341° N,83.055° W
8349,2019-04-09,7:00p,Boston Celtics,116,Washington Wizards,110,None,Capital One Arena,2019,38.898° N,77.021° W
8350,2019-04-09,7:30p,Philadelphia 76ers,99,Miami Heat,122,None,AmericanAirlines Arena,2019,25.781° N,80.187° W
8351,2019-04-09,8:00p,New York Knicks,96,Chicago Bulls,86,None,United Center,2019,41.881° N,87.675° W
8352,2019-04-09,8:00p,Toronto Raptors,120,Minnesota Timberwolves,100,None,Target Center,2019,44.98° N,93.276° W
8353,2019-04-09,8:00p,Golden State Warriors,112,New Orleans Pelicans,103,None,Smoothie King Center,2019,29.949° N,90.082° W
8354,2019-04-09,8:30p,Phoenix Suns,109,Dallas Mavericks,120,None,American Airlines Center,2019,32.791° N,96.81° W
8355,2019-04-09,9:00p,Denver Nuggets,108,Utah Jazz,118,None,Vivint Smart Home Arena,2019,40.768° N,111.901° W
8356,2019-04-09,9:30p,Houston Rockets,111,Oklahoma City Thunder,112,None,Chesapeake Energy Arena,2019,35.463° N,97.515° W
8357,2019-04-09,10:30p,Portland Trail Blazers,104,Los Angeles Lakers,101,None,STAPLES Center,2019,34.043° N,118.267° W
8358,2019-04-10,8:00p,Indiana Pacers,135,Atlanta Hawks,134,None,State Farm Arena,2019,33.757° N,84.396° W
8359,2019-04-10,8:00p,Miami Heat,94,Brooklyn Nets,113,None,Barclays Center,2019,40.683° N,73.975° W
8360,2019-04-10,8:00p,Orlando Magic,122,Charlotte Hornets,114,None,Spectrum Center,2019,35.225° N,80.839° W
8361,2019-04-10,8:00p,Golden State Warriors,117,Memphis Grizzlies,132,None,FedEx Forum,2019,35.156° N,90.052° W
8362,2019-04-10,8:00p,Oklahoma City Thunder,127,Milwaukee Bucks,116,None,Fiserv Forum,2019,43.045° N,87.917° W
8363,2019-04-10,8:00p,Detroit Pistons,115,New York Knicks,89,None,Madison Square Garden (IV),2019,40.751° N,73.993° W
8364,2019-04-10,8:00p,Chicago Bulls,109,Philadelphia 76ers,125,None,Wells Fargo Center,2019,39.901° N,75.172° W
8365,2019-04-10,8:00p,Dallas Mavericks,94,San Antonio Spurs,105,None,AT&T Center,2019,29.427° N,98.438° W
8366,2019-04-10,10:30p,Minnesota Timberwolves,95,Denver Nuggets,99,None,Pepsi Center,2019,39.749° N,105.008° W
8367,2019-04-10,10:30p,Utah Jazz,137,Los Angeles Clippers,143,OT,STAPLES Center,2019,34.043° N,118.267° W
8368,2019-04-10,10:30p,Sacramento Kings,131,Portland Trail Blazers,136,None,Moda Center,2019,45.532° N,122.667° W
8369,2021-10-19,7:30p,Brooklyn Nets,104,Milwaukee Bucks,127,None,Fiserv Forum,2022,43.045° N,87.917° W
8370,2021-10-19,10:00p,Golden State Warriors,121,Los Angeles Lakers,114,None,Crypto.com Arena,2022,34.043° N,118.267° W
8371,2021-10-20,7:00p,Indiana Pacers,122,Charlotte Hornets,123,None,Spectrum Center,2022,35.225° N,80.839° W
8372,2021-10-20,7:00p,Chicago Bulls,94,Detroit Pistons,88,None,Little Caesars Arena,2022,42.341° N,83.055° W
8373,2021-10-20,7:30p,Boston Celtics,134,New York Knicks,138,2OT,Madison Square Garden (IV),2022,40.751° N,73.993° W
8374,2021-10-20,7:30p,Washington Wizards,98,Toronto Raptors,83,None,Scotiabank Arena,2022,43.644° N,79.379° W
8375,2021-10-20,8:00p,Cleveland Cavaliers,121,Memphis Grizzlies,132,None,FedEx Forum,2022,35.156° N,90.052° W
8376,2021-10-20,8:00p,Houston Rockets,106,Minnesota Timberwolves,124,None,Target Center,2022,44.98° N,93.276° W
8377,2021-10-20,8:00p,Philadelphia 76ers,117,New Orleans Pelicans,97,None,Smoothie King Center,2022,29.949° N,90.082° W
8378,2021-10-20,8:30p,Orlando Magic,97,San Antonio Spurs,123,None,AT&T Center,2022,29.427° N,98.438° W
8379,2021-10-20,9:00p,Oklahoma City Thunder,86,Utah Jazz,107,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8380,2021-10-20,10:00p,Sacramento Kings,124,Portland Trail Blazers,121,None,Moda Center,2022,45.532° N,122.667° W
8381,2021-10-20,10:00p,Denver Nuggets,110,Phoenix Suns,98,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8382,2021-10-21,7:30p,Dallas Mavericks,87,Atlanta Hawks,113,None,State Farm Arena,2022,33.757° N,84.396° W
8383,2021-10-21,8:00p,Milwaukee Bucks,95,Miami Heat,137,None,FTX Arena,2022,25.781° N,80.187° W
8384,2021-10-21,10:00p,Los Angeles Clippers,113,Golden State Warriors,115,None,Chase Center,2022,37.75° N,122.203° W
8385,2021-10-22,7:00p,New York Knicks,121,Orlando Magic,96,None,Amway Center,2022,28.539° N,81.384° W
8386,2021-10-22,7:00p,Indiana Pacers,134,Washington Wizards,135,OT,Capital One Arena,2022,38.898° N,77.021° W
8387,2021-10-22,7:00p,Charlotte Hornets,123,Cleveland Cavaliers,112,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8388,2021-10-22,7:30p,Toronto Raptors,115,Boston Celtics,83,None,TD Garden,2022,42.366° N,71.062° W
8389,2021-10-22,7:30p,Brooklyn Nets,114,Philadelphia 76ers,109,None,Wells Fargo Center,2022,39.901° N,75.172° W
8390,2021-10-22,8:00p,Oklahoma City Thunder,91,Houston Rockets,124,None,Toyota Center,2022,29.751° N,95.362° W
8391,2021-10-22,8:00p,New Orleans Pelicans,112,Chicago Bulls,128,None,United Center,2022,41.881° N,87.675° W
8392,2021-10-22,9:00p,San Antonio Spurs,96,Denver Nuggets,102,None,Ball Arena,2022,39.749° N,105.008° W
8393,2021-10-22,10:00p,Phoenix Suns,115,Los Angeles Lakers,105,None,Crypto.com Arena,2022,34.043° N,118.267° W
8394,2021-10-22,10:00p,Utah Jazz,110,Sacramento Kings,101,None,Golden 1 Center,2022,38.58° N,121.5° W
8395,2021-10-23,6:00p,Atlanta Hawks,95,Cleveland Cavaliers,101,None,Rocket Mortgage Fieldhouse,2022,41.497° N,81.688° W
8396,2021-10-23,7:00p,Miami Heat,91,Indiana Pacers,102,OT,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8397,2021-10-23,7:30p,Dallas Mavericks,103,Toronto Raptors,95,None,Scotiabank Arena,2022,43.644° N,79.379° W
8398,2021-10-23,8:00p,Detroit Pistons,82,Chicago Bulls,97,None,United Center,2022,41.881° N,87.675° W
8399,2021-10-23,8:00p,New Orleans Pelicans,89,Minnesota Timberwolves,96,None,Target Center,2022,44.98° N,93.276° W
8400,2021-10-23,8:30p,Milwaukee Bucks,121,San Antonio Spurs,111,None,AT&T Center,2022,29.427° N,98.438° W
8401,2021-10-23,10:00p,Phoenix Suns,105,Portland Trail Blazers,134,None,Moda Center,2022,45.532° N,122.667° W
8402,2021-10-23,10:30p,Memphis Grizzlies,120,Los Angeles Clippers,114,None,Crypto.com Arena,2022,34.043° N,118.267° W
8403,2021-10-24,4:00p,Charlotte Hornets,111,Brooklyn Nets,95,None,Barclays Center,2022,40.683° N,73.975° W
8404,2021-10-24,7:00p,Boston Celtics,107,Houston Rockets,97,None,Toyota Center,2022,29.751° N,95.362° W
8405,2021-10-24,7:00p,Orlando Magic,110,New York Knicks,104,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8406,2021-10-24,7:00p,Philadelphia 76ers,115,Oklahoma City Thunder,103,None,Paycom Center,2022,35.463° N,97.515° W
8407,2021-10-24,9:00p,Golden State Warriors,119,Sacramento Kings,107,None,Golden 1 Center,2022,38.58° N,121.5° W
8408,2021-10-24,9:30p,Memphis Grizzlies,118,Los Angeles Lakers,121,None,Crypto.com Arena,2022,34.043° N,118.267° W
8409,2021-10-25,7:00p,Boston Celtics,140,Charlotte Hornets,129,OT,Spectrum Center,2022,35.225° N,80.839° W
8410,2021-10-25,7:00p,Milwaukee Bucks,119,Indiana Pacers,109,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8411,2021-10-25,7:30p,Chicago Bulls,111,Toronto Raptors,108,None,Scotiabank Arena,2022,43.644° N,79.379° W
8412,2021-10-25,7:30p,Orlando Magic,90,Miami Heat,107,None,FTX Arena,2022,25.781° N,80.187° W
8413,2021-10-25,7:30p,Washington Wizards,90,Brooklyn Nets,104,None,Barclays Center,2022,40.683° N,73.975° W
8414,2021-10-25,7:30p,Detroit Pistons,104,Atlanta Hawks,122,None,State Farm Arena,2022,33.757° N,84.396° W
8415,2021-10-25,8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,98,None,Target Center,2022,44.98° N,93.276° W
8416,2021-10-25,9:00p,Cleveland Cavaliers,99,Denver Nuggets,87,None,Ball Arena,2022,39.749° N,105.008° W
8417,2021-10-25,10:30p,Portland Trail Blazers,86,Los Angeles Clippers,116,None,Crypto.com Arena,2022,34.043° N,118.267° W
8418,2021-10-26,7:30p,Philadelphia 76ers,99,New York Knicks,112,None,Madison Square Garden (IV),2022,40.751° N,73.993° W
8419,2021-10-26,8:00p,Golden State Warriors,106,Oklahoma City Thunder,98,None,Paycom Center,2022,35.463° N,97.515° W
8420,2021-10-26,8:30p,Los Angeles Lakers,125,San Antonio Spurs,121,OT,AT&T Center,2022,29.427° N,98.438° W
8421,2021-10-26,8:30p,Houston Rockets,106,Dallas Mavericks,116,None,American Airlines Center,2022,32.791° N,96.81° W
8422,2021-10-26,10:00p,Denver Nuggets,110,Utah Jazz,122,None,Vivint Smart Home Arena,2022,40.768° N,111.901° W
8423,2021-10-27,7:00p,Charlotte Hornets,120,Orlando Magic,111,None,Amway Center,2022,28.539° N,81.384° W
8424,2021-10-27,7:30p,Washington Wizards,116,Boston Celtics,107,None,TD Garden,2022,42.366° N,71.062° W
8425,2021-10-27,7:30p,Miami Heat,106,Brooklyn Nets,93,None,Barclays Center,2022,40.683° N,73.975° W
8426,2021-10-27,7:30p,Indiana Pacers,100,Toronto Raptors,118,None,Scotiabank Arena,2022,43.644° N,79.379° W
8427,2021-10-27,7:30p,Atlanta Hawks,102,New Orleans Pelicans,99,None,Smoothie King Center,2022,29.949° N,90.082° W
8428,2021-10-27,8:00p,Minnesota Timberwolves,113,Milwaukee Bucks,108,None,Fiserv Forum,2022,43.045° N,87.917° W
8429,2021-10-27,8:00p,Los Angeles Lakers,115,Oklahoma City Thunder,123,None,Paycom Center,2022,35.463° N,97.515° W
8430,2021-10-27,10:00p,Sacramento Kings,110,Phoenix Suns,107,None,Phoenix Suns Arena,2022,33.446° N,112.071° W
8431,2021-10-27,10:00p,Memphis Grizzlies,96,Portland Trail Blazers,116,None,Moda Center,2022,45.532° N,122.667° W
8432,2021-10-27,10:30p,Cleveland Cavaliers,92,Los Angeles Clippers,79,None,Crypto.com Arena,2022,34.043° N,118.267° W
8433,2021-10-28,7:00p,Atlanta Hawks,111,Washington Wizards,122,None,Capital One Arena,2022,38.898° N,77.021° W
8434,2021-10-28,7:00p,Detroit Pistons,102,Philadelphia 76ers,110,None,Wells Fargo Center,2022,39.901° N,75.172° W
8435,2021-10-28,8:00p,Utah Jazz,122,Houston Rockets,91,None,Toyota Center,2022,29.751° N,95.362° W
8436,2021-10-28,8:00p,New York Knicks,104,Chicago Bulls,103,None,United Center,2022,41.881° N,87.675° W
8437,2021-10-28,8:30p,San Antonio Spurs,99,Dallas Mavericks,104,None,American Airlines Center,2022,32.791° N,96.81° W
8438,2021-10-28,10:00p,Memphis Grizzlies,104,Golden State Warriors,101,OT,Chase Center,2022,37.75° N,122.203° W
8439,2021-10-29,7:00p,Orlando Magic,109,Toronto Raptors,110,None,Scotiabank Arena,2022,43.644° N,79.379° W
8440,2021-10-29,7:30p,Charlotte Hornets,99,Miami Heat,114,None,FTX Arena,2022,25.781° N,80.187° W
8441,2021-10-29,7:30p,Indiana Pacers,98,Brooklyn Nets,105,None,Barclays Center,2022,40.683° N,73.975° W
8442,2021-10-29,8:00p,Sacramento Kings,113,New Orleans Pelicans,109,None,Smoothie King Center,2022,29.949° N,90.082° W
8443,2021-10-29,10:00p,Dallas Mavericks,75,Denver Nuggets,106,None,Ball Arena,2022,39.749° N,105.008° W
8444,2021-10-29,10:00p,Los Angeles Clippers,92,Portland Trail Blazers,111,None,Moda Center,2022,45.532° N,122.667° W
8445,2021-10-29,10:30p,Cleveland Cavaliers,101,Los Angeles Lakers,113,None,Crypto.com Arena,2022,34.043° N,118.267° W
8446,2021-10-30,5:00p,Boston Celtics,112,Washington Wizards,115,2OT,Capital One Arena,2022,38.898° N,77.021° W
8447,2021-10-30,7:00p,Orlando Magic,103,Detroit Pistons,110,None,Little Caesars Arena,2022,42.341° N,83.055° W
8448,2021-10-30,7:00p,New York Knicks,123,New Orleans Pelicans,117,None,Smoothie King Center,2022,29.949° N,90.082° W
8449,2021-10-30,7:30p,Toronto Raptors,97,Indiana Pacers,94,None,Gainbridge Fieldhouse,2022,39.764° N,86.156° W
8450,2021-10-30,7:30p,Atlanta Hawks,94,Philadelphia 76ers,122,None,Wells Fargo Center,2022,39.901° N,75.172° W
8451,2021-10-30,8:00p,Utah Jazz,99,Chicago Bulls,107,None,United Center,2022,41.881° N,87.675° W
8452,2021-10-30,8:00p,Miami Heat,129,Memphis Grizzlies,103,None,FedEx Forum,2022,35.156° N,90.052° W
8453,2021-10-30,8:00p,San Antonio Spurs,102,Milwaukee Bucks,93,None,Fiserv Forum,2022,43.045° N,87.917° W
8454,2021-10-30,8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,None,Chase Center,2022,37.75° N,122.203° W
